ROR ID,TP,FP,FN,TN,InstitutionName
https://ror.org/00te3t702,0,0,1,1999,University of Georgia
https://ror.org/02rx3b187,11,0,11,1978,Université de Grenoble Alpes
https://ror.org/03vvy0v27,0,0,0,2000,Royal Danish Library
https://ror.org/04zrf7b53,1,1,1,1997,Technische Universität Kaiserslautern
https://ror.org/05n911h24,8,2,0,1990,Technische Universität Darmstadt
https://ror.org/05pmsvm27,0,0,0,2000,Zürcher Hochschule der Angewandten Wissenschaften
https://ror.org/03xjwb503,26,2,9,1963,Université Paris-Saclay
https://ror.org/03v8tnc06,0,2,0,1998,"IHEP, National Science Library, CAS"
https://ror.org/04tsk2644,2,0,1,1997,Universität Bochum
https://ror.org/023b0x485,2,0,1,1997,Universität Mainz
https://ror.org/00t33hh48,20,3,1,1976,Chinese University of Hong Kong
https://ror.org/00mkhxb43,8,2,0,1990,University of Notre Dame
https://ror.org/020hwjq30,6,0,0,1994,Aalto University
https://ror.org/03y7q9t39,2,0,0,1998,University of Canterbury
https://ror.org/02rgtxm82,0,0,0,2000,CSIC-UPV - Instituto de Gestión de la Innovación y del Conocimiento
https://ror.org/02e9dby02,0,0,0,2000,CSIC-UIB - Instituto Mediterraneo de Estudios Avanzados (IMEDEA)
https://ror.org/02ex6cf31,2,0,0,1998,Brookhaven National Laboratory
https://ror.org/048a87296,7,1,1,1991,Uppsala University
https://ror.org/00bwtjf83,0,0,0,2000,Tampere University of Applied Sciences
https://ror.org/05a28rw58,28,4,0,1968,ETH Zurich
https://ror.org/009wseg80,0,0,0,2000,CSIC - Instituto de Fisica Fundamental (IFF)
https://ror.org/04zp24820,0,0,0,2000,Chennai Mathematical Institute
https://ror.org/04etcj997,1,0,0,1999,Inter-University Centre for Astronomy and Astrophysics (IUCAA)
https://ror.org/00vasag41,1,0,0,1999,Université de Neuchâtel
https://ror.org/02y72wh86,0,2,0,1998,Queens University
https://ror.org/03hasqf61,0,0,0,2000,CSIC - Institut de Ciència de Materials de Barcelona (ICMAB)
https://ror.org/03pnv4752,0,0,0,2000,Queensland University of Technology
https://ror.org/03s65by71,6,1,0,1993,"University of California, Santa Cruz"
https://ror.org/03p74gp79,4,0,1,1995,University of Cape Town
https://ror.org/04m7z8d34,0,0,0,2000,CSIC - Centro Nacional de Investigaciones Metalurgicas (CENIM)
https://ror.org/00s5kmw74,0,0,0,2000,Canadian Research Knowledge Network
https://ror.org/04mhzgx49,10,0,1,1989,Tel Aviv University
https://ror.org/04p491231,15,3,0,1982,Penn State University
https://ror.org/02grkyz14,2,0,2,1996,Western University
https://ror.org/04rswrd78,0,1,0,1999,Iowa State University
https://ror.org/05wvpxv85,2,0,0,1998,Tufts University
https://ror.org/0384j8v12,8,2,0,1990,University of Sydney
https://ror.org/03kk7td41,1,0,0,1999,Cardiff University
https://ror.org/012afjb06,4,0,0,1996,Lehigh University
https://ror.org/04qayn356,0,0,0,2000,CSIC - Instituto de Ciencias Marinas de Andalucia (ICMAN)
https://ror.org/00ha1f767,0,0,0,2000,CSIC-UAM - Instituto de Investigaciones Biomédicas Sols-Morreale (IIBM)
https://ror.org/02kn6nx58,2,0,0,1998,Keio University
https://ror.org/00hj8s172,8,0,0,1992,Columbia University
https://ror.org/035t8zc32,7,1,0,1992,Osaka University
https://ror.org/038t36y30,8,1,3,1988,Universität Heidelberg
https://ror.org/042aqky30,5,0,0,1995,Technische Universität Dresden
https://ror.org/03f0f6041,9,0,0,1991,University of Technology Sydney (UTS)
https://ror.org/03p80e845,0,0,0,2000,CSIC-UPV-CIEMAT - Instituto de Instrumentación para Imagen Molecular
https://ror.org/01an3r305,3,1,0,1996,University of Pittsburgh
https://ror.org/03gnh5541,2,0,0,1998,IST Austria
https://ror.org/03nawhv43,3,0,1,1996,"University of California, Riverside"
https://ror.org/02n2fzt79,0,0,0,2000,Boston College
https://ror.org/00fbnyb24,4,1,1,1994,Universität Würzburg
https://ror.org/015m7wh34,4,0,1,1995,Université de Rennes 1
https://ror.org/026vcq606,16,0,6,1978,KTH Royal Institute of Technology
https://ror.org/04chrp450,8,2,0,1990,Nagoya University
https://ror.org/04zmssz18,3,2,6,1989,Bibliothèque Diderot de Lyon (École Normale Supérieure de Lyon / ENS Lyon)
https://ror.org/03qn8fb07,2,2,0,1996,Commonwealth Scientific and Industrial Research Organisation (CSIRO)
https://ror.org/054pv6659,3,1,0,1996,University of Innsbruck
https://ror.org/02e16g702,3,0,0,1997,Hokkaido University
https://ror.org/01jmqcy63,0,0,0,2000,Consortium of Swiss Academic Libraries (CSAL)
https://ror.org/03fz4fp45,0,0,0,2000,CSIC - Instituto de Ciencias del Patrimonio (INCIPIT)
https://ror.org/05vvhh982,0,0,1,1999,University of Arkansas
https://ror.org/01eezs655,6,0,0,1994,Universität Regensburg
https://ror.org/02ntfsb56,0,0,0,2000,Big Ten Academic Alliance
https://ror.org/00mcdyn90,0,0,0,2000,CSIC-UPC - Instituto de Robotica e Informatica Industrial (IRII)
https://ror.org/02en5vm52,19,2,11,1968,UPMC (Universite Pierre and Marie Curie)
https://ror.org/04t3en479,10,2,0,1988,Karlsruher Institut für Technologie
https://ror.org/01q3tbs38,6,0,0,1994,King Abdullah University of Science and Technology (KAUST)
https://ror.org/0238rvs44,0,0,3,1997,University of Nebraska
https://ror.org/008rmbt77,0,0,0,2000,Binghamton University - SUNY
https://ror.org/04zdays56,0,0,0,2000,CSIC - Instituto de Biologia Molecular y Celular de Plantas Primo Yufera
https://ror.org/00892tw58,0,2,0,1998,University of Adelaide
https://ror.org/00py81415,5,1,0,1994,Duke University
https://ror.org/00jc20583,0,0,12,1988,University of Colorado
https://ror.org/02s6k3f65,3,0,0,1997,Universität Basel
https://ror.org/0420zvk78,0,0,0,2000,Concordia University
https://ror.org/01ha22c77,0,0,0,2000,Institut de radioprotection et de sûreté nucléaire (IRSN)
https://ror.org/00hj54h04,12,4,1,1983,University of Texas at Austin
https://ror.org/03bnmw459,0,2,0,1998,Universität Potsdam
https://ror.org/02s376052,6,7,2,1985,Ecole Polytechnique Fédérale de Lausanne (EPFL)
https://ror.org/05ect0289,0,0,0,2000,CSIC - Instituto de Ciencias del Mar (ICM)
https://ror.org/00cvxb145,4,6,1,1989,University of Washington Libraries
https://ror.org/04h6w7946,0,0,0,2000,University of the Fraser Valley
https://ror.org/002zef647,0,0,0,2000,CSIC - Instituto de Óptica Daza de Valdés; (IO-CSIC)
https://ror.org/01yc7t268,0,0,9,1991,Washington University in St. Louis
https://ror.org/03v76x132,7,3,2,1988,Yale University
https://ror.org/05k14ba46,0,0,0,2000,Nipissing University
https://ror.org/02nv7yv05,2,0,0,1998,Forschungszentrum Julich
https://ror.org/05dxps055,28,2,1,1969,California Institute of Technology (Caltech)
https://ror.org/00y4zzh67,0,2,0,1998,The George Washington University
https://ror.org/02n415q13,1,1,1,1997,Curtin University
https://ror.org/017xch102,0,0,0,2000,CSIC-UV - Instituto de Física Corpuscular
https://ror.org/021f7p178,0,0,0,2000,Lib4RI
https://ror.org/05fe7ax82,0,0,0,2000,Sciences Po Grenoble
https://ror.org/01g5y5k24,4,1,0,1995,KEK High Energy Accelerator Research Organization
https://ror.org/02smfhw86,7,1,0,1992,Virginia Tech
https://ror.org/05fq50484,0,0,0,2000,York University
https://ror.org/00rqy9422,3,0,0,1997,University of Queensland
https://ror.org/0153tk833,5,3,0,1992,University of Virginia
https://ror.org/046ak2485,4,1,0,1995,Freie Universität Berlin
https://ror.org/03prydq77,8,1,0,1991,University of Vienna
https://ror.org/05vghhr25,3,1,0,1996,University of Turku
https://ror.org/000nhpy59,0,0,0,2000,CSIC-UMH - Instituto de Neurociencias (IN)
https://ror.org/01nsd7y51,0,0,0,2000,CSIC - Geociencias Barcelona (GEO3BCN)
https://ror.org/03ygmq230,0,1,0,1999,Trent University
https://ror.org/01swzsf04,5,0,1,1994,University of Geneva
https://ror.org/01xtthb56,3,1,1,1995,Universitetet Oslo
https://ror.org/02bfwt286,8,1,2,1989,Monash University
https://ror.org/03qryx823,5,3,1,1991,Technion - Israel Institute of Technology
https://ror.org/0281dp749,0,0,21,1979,
https://ror.org/0509djg30,0,0,0,2000,Indian Institute of Technology - Dharwad
https://ror.org/046rm7j60,18,27,2,1953,"University of California, Los Angeles"
https://ror.org/00fn7gb05,2,0,0,1998,Wilfrid Laurier University
https://ror.org/019wvm592,9,1,0,1990,Australian National University
https://ror.org/01kg8sb98,4,1,0,1995,Indiana University
https://ror.org/01mk1hj86,0,0,0,2000,Paul-Drude-Institut für Festkörperelektronik PDI
https://ror.org/02fa3aq29,3,0,0,1997,McMaster University
https://ror.org/05vt9qd57,4,3,0,1993,Rutgers University
https://ror.org/01sf06y89,5,0,0,1995,Macquarie University
https://ror.org/044yd9t77,5,0,2,1993,Joint Institute for Nuclear Research (JINR)
https://ror.org/04haebc03,0,0,0,2000,Memorial University of Newfoundland
https://ror.org/041xzk838,0,0,0,2000,"Unidad de Biofísica (UPV/EHU, CSIC)"
https://ror.org/02956yf07,3,0,2,1995,University of Tsukuba
https://ror.org/0040r6f76,1,0,0,1999,Victoria University of Wellington
https://ror.org/04m01e293,1,1,0,1998,University of York
https://ror.org/00aa7w613,0,0,0,2000,Council of Australian University Librarians (CAUL)
https://ror.org/03xk60j79,0,0,0,2000,CSIC - Instituto de Química Física Rocasolano (IQFR)
https://ror.org/02zx40v98,0,0,0,2000,Central European University (CEU)
https://ror.org/05f0yaq80,16,3,0,1981,Stockholm University Library
https://ror.org/00rafd796,0,0,0,2000,CSIC-USE - Instituto de Ciencia de Materiales de Sevilla
https://ror.org/04zb59n70,1,0,0,1999,
https://ror.org/03qxff017,8,2,0,1990,Hebrew University of Jerusalem
https://ror.org/05f950310,6,2,0,1992,KU Leuven
https://ror.org/04vnq7t77,2,1,0,1997,Universität Stuttgart
https://ror.org/05jw4kp39,0,0,0,2000,CSIC - Instituto de Biología Integrativa de Sistemas
https://ror.org/05dk0ce17,3,0,0,1997,Washington State University
https://ror.org/02gh4kt33,1,1,18,1980,Italian Institute for Astrophysics (INAF)
https://ror.org/04dkp9463,12,1,0,1987,University of Amsterdam
https://ror.org/01aff2v68,12,2,0,1986,University of Waterloo
https://ror.org/03a1kwz48,12,0,2,1986,Universität Tübingen
https://ror.org/01zkghx44,12,3,0,1985,Georgia Institute of Technology
https://ror.org/02yhj4v17,3,0,1,1996,Institute of Physics of the Czech Academy of Sciences
https://ror.org/00v0g9w49,0,0,0,2000,CSIC-UGR - Instituto Andaluz de Ciencias de la Tierra (IACT)
https://ror.org/02kkvpp62,17,3,4,1976,Technische Universität München
https://ror.org/00pd74e08,2,0,2,1996,Universität-Münster
https://ror.org/05hkkdn48,0,0,0,2000,Fraunhofer-Gesellschaft
https://ror.org/00vtgdb53,6,2,1,1991,University of Glasgow
https://ror.org/03dbr7087,4,7,0,1989,University of Toronto
https://ror.org/05krs5044,7,0,0,1993,Sheffield University
https://ror.org/00zsy6110,0,0,0,2000,CSIC - Instituto de Tecnologías Físicas y de la Información Leonardo Torres Quevedo (ITEFI)
https://ror.org/00wfvh315,0,0,0,2000,Charles Sturt University
https://ror.org/05591te55,5,14,3,1978,Ludwig-Maximilians-Universität München
https://ror.org/02jbv0t02,8,2,1,1989,Lawrence Berkeley National Laboratory
https://ror.org/02t274463,4,1,1,1994,"University of California, Santa Barbara"
https://ror.org/02g7kd627,1,0,0,1999,Villanova
https://ror.org/03c4mmv16,3,2,0,1995,University of Ottawa
https://ror.org/03rp50x72,1,0,2,1997,University of Witwatersrand
https://ror.org/00g30e956,5,2,1,1992,Universität Hamburg
https://ror.org/03m2x1q45,10,1,0,1989,University of Arizona
https://ror.org/05sj3n476,1,1,0,1998,Tokyo University of Science
https://ror.org/02wh02235,0,0,0,2000,CSIC-UPM - Centro de Automatica y Robotica (CAR)
https://ror.org/041m9xr71,0,0,0,2000,Ames Laboratory
https://ror.org/01y2jtd41,14,3,0,1983,"University of Wisconsin, Madison"
https://ror.org/02jqj7156,2,0,1,1997,George Mason University
https://ror.org/00f9tz983,0,2,0,1998,Nikhef
https://ror.org/00jmfr291,13,2,2,1983,University of Michigan
https://ror.org/029nkcm90,8,0,7,1985,Bibliothèque de l'Observatoire de Paris (OBSPM)
https://ror.org/029pk6x14,0,0,0,2000,Abo Akademi University
https://ror.org/02y3ad647,6,2,1,1991,University of Florida
https://ror.org/0072zz521,5,0,0,1995,University of Massachusetts
https://ror.org/05qghxh33,7,2,0,1991,Stony Brook University
https://ror.org/05dsysc59,0,0,0,2000,CSIC - Instituto de Carboquímica (ICB)
https://ror.org/04pnym676,0,1,0,1999,CSIC - Instituto de Microelectronica de Barcelona (IMB-CNM)
https://ror.org/01faaaf77,2,0,0,1998,University of Graz
https://ror.org/04advdf21,0,0,0,2000,CSIC - Centro de Investigaciones Biológicas Margarita Salas (CIB)
https://ror.org/0524sp257,7,1,1,1991,University of Bristol
https://ror.org/047272k79,2,0,1,1997,University of Western Australia
https://ror.org/01rv9gx86,0,0,0,2000,Joint Information Systems Committee (Jisc)
https://ror.org/047426m28,18,8,1,1973,University of Illinois at Urbana-Champaign
https://ror.org/024mw5h28,8,3,0,1989,University of Chicago
https://ror.org/04jsz6e67,0,2,11,1987,NWO - Dutch Research Council
https://ror.org/04cvxnb49,8,1,2,1989,Universität Frankfurt am Main
https://ror.org/05bnh6r87,14,3,0,1983,Cornell University
https://ror.org/02wn5qz54,4,0,0,1996,University of St. Andrews
https://ror.org/00r1wwd23,0,0,0,2000,CSIC-JA-USE - Centro Nacional de Aceleradores
https://ror.org/03yrm5c26,0,0,0,2000,California Digital Libraries
https://ror.org/01dq60k83,5,0,0,1995,Tohoku University
https://ror.org/057zh3y96,20,2,1,1977,University of Tokyo
https://ror.org/02hpadn98,1,1,0,1998,Universität Bielefeld
https://ror.org/05hs6h993,4,1,0,1995,Michigan State University
https://ror.org/01f5ytq51,9,2,0,1989,Texas A&M University
https://ror.org/00ysfqy60,1,0,0,1999,Oregon State University
https://ror.org/020hgte69,9,0,0,1991,Fermilab
https://ror.org/031zwx660,0,0,0,2000,CSIC-JA-USE - Instituto de Biomedicina de Sevilla
https://ror.org/025wzwv46,0,0,0,2000,University of Northern British Columbia
https://ror.org/0293rh119,0,0,0,2000,University of Oregon
https://ror.org/05g13zd79,2,0,0,1998,Ryerson University
https://ror.org/05qwgg493,7,3,0,1990,Boston University
https://ror.org/04xfq0f34,11,2,1,1986,RWTH Aachen
https://ror.org/0213rcc28,1,1,0,1998,Simon Fraser University
https://ror.org/015w4v032,0,0,0,2000,CSIC - Centro Nacional de Biotecnologia (CNB)
https://ror.org/03kgj4539,0,1,0,1999,TRIUMF
https://ror.org/01y64my43,0,5,0,1995,University at Buffalo
https://ror.org/01qdav448,0,0,0,2000,Raman Research Institute
https://ror.org/041kmwe10,17,4,2,1977,"Imperial College of Science, Technology, and Medicine"
https://ror.org/03t78wx29,3,0,3,1994,Hiroshima University
https://ror.org/008zs3103,4,0,0,1996,Rice University
https://ror.org/05p8z3f47,0,0,11,1989,Purdue University
https://ror.org/0160cpw27,4,2,0,1994,University of Alberta
https://ror.org/03tgsfw79,2,1,0,1997,Kobe University
https://ror.org/041nas322,0,4,0,1996,Universität Bonn
https://ror.org/05078rg59,0,0,0,2000,Institute of Math Sciences - Chennai India
https://ror.org/00f7hpc57,5,2,2,1991,Universität Erlangen-Nürnberg
https://ror.org/01jdpyv68,2,0,0,1998,Universität des Saarlandes
https://ror.org/05e0q7s59,0,0,0,2000,CSIC - Instituto de Química Orgánica General IQOG
https://ror.org/05n3dz165,5,1,2,1992,University of Jyväskylä
https://ror.org/04gyf1771,4,0,2,1994,"University of California, Irvine"
https://ror.org/035c9qf67,0,0,0,2000,Couperin (COUP)
https://ror.org/031n2c920,0,0,0,2000,Instituto de Nanociencia y Materiales de Aragón (INMA) CSIC-Universidad de Zaragoza
https://ror.org/02kpeqv85,13,1,1,1985,Kyoto University
https://ror.org/01hcx6992,1,0,1,1998,Humboldt-Universität zu Berlin
https://ror.org/04pp8hn57,6,2,2,1990,Utrecht University Libraries
https://ror.org/052y05165,0,0,0,2000,Cape Breton University
https://ror.org/01hq59z49,0,0,0,2000,CSIC - Estación Experimental de Zonas Áridas (EEZA)
https://ror.org/05rrcem69,7,0,1,1992,"University of California, Davis"
https://ror.org/0245cg223,0,3,0,1997,Universität Freiburg
https://ror.org/029brtt94,4,3,6,1987,Université Claude Bernard Lyon 1
https://ror.org/01y9bpm73,2,0,1,1997,Georg-August-Universität Göttingen
https://ror.org/03v4gjf40,7,2,0,1991,Technische Universität Berlin
https://ror.org/036jqmy94,5,0,0,1995,University of Iowa
https://ror.org/04aj4c181,1,0,0,1999,German National Library of Science and Technology
https://ror.org/056am2717,0,0,0,2000,Brock University
https://ror.org/009gyvm78,3,0,0,1997,International Centre for Theoretical Physics (ICTP)
https://ror.org/01a631g06,0,0,0,2000,CSIC-GV-UV - Centre d'Investigacions sobre Desertificació
https://ror.org/02v6kpv12,1,0,9,1990,Université Toulouse III -Paul Sabatier
https://ror.org/03cve4549,27,9,3,1961,Tsinghua University
https://ror.org/013m0ej23,7,2,0,1991,Perimeter Institute for Theoretical Physics
https://ror.org/003s89n44,0,0,0,2000,MacEwan University
https://ror.org/0220mzb33,4,0,1,1995,King's College London
https://ror.org/01pxwe438,3,1,1,1995,McGill University
https://ror.org/01k97gp34,6,0,1,1993,Technische Universität Dortmund
https://ror.org/01an7q238,21,7,6,1966,"University of California, Berkeley"
https://ror.org/01qtasp15,5,0,1,1994,European Southern Observatory
https://ror.org/052gg0110,20,15,2,1963,Oxford University
https://ror.org/01e41cf67,7,0,2,1991,Los Alamos National Laboratory
https://ror.org/031bsb921,1,0,0,1999,Universitat Mannheim
https://ror.org/012p63287,9,0,1,1990,University of Groningen
https://ror.org/056yktd04,0,0,0,2000,CSIC - Instituto de Diagnóstico Ambiental y Estudios del Agua (IDAEA)
https://ror.org/02crff812,5,2,3,1990,"University of Zurich, Institute of Theoretical Physics"
https://ror.org/040af2s02,7,1,3,1989,University of Helsinki
https://ror.org/0316ej306,7,2,0,1991,Weizmann Institute of Science
https://ror.org/033003e23,1,0,0,1999,Tampere University
https://ror.org/03c0ach84,0,1,0,1999,CSIC - Instituto de Investigacion en Inteligencia Artificial (IIIA)
https://ror.org/00za53h95,19,5,0,1976,Johns Hopkins University
https://ror.org/006gw6z14,0,0,0,2000,CSIC- Estación Biológica de Doñana EBD
https://ror.org/017zqws13,4,1,0,1995,University of Minnesota
https://ror.org/05rtchs68,0,0,0,2000,CSIC - Instituto de Estructura de la Materia (IEM)
https://ror.org/0391qz193,0,0,0,2000,CSIC - Centro de Ciencias Humanas y Sociales
https://ror.org/01v29qb04,8,0,1,1991,Durham University
https://ror.org/02jx3x895,13,2,1,1984,University College London
https://ror.org/00p4k0j84,6,1,0,1993,Kyushu University
https://ror.org/02qqy8j09,0,0,0,2000,CSIC - Instituto de Ciencia de Materiales de Madrid (ICMM)
https://ror.org/04ka0vh05,5,0,2,1993,Instituto de Astrofísica de Andalucía - CSIC
https://ror.org/00f54p054,27,5,2,1966,"Stanford University, and SLAC"
https://ror.org/022fs9h90,1,0,3,1996,Université de Fribourg
https://ror.org/028rypz17,0,2,0,1998,Université Paris-Sud
https://ror.org/03srn9y98,0,0,0,2000,CSIC - Instituto de Química Avanzada de Cataluña (IQAC)
https://ror.org/01ggx4157,9,0,0,1991,CERN-European Organization for Nuclear Research
https://ror.org/052rrw050,0,6,0,1994,National Astronomical Observatory of Japan
https://ror.org/01vbgty78,0,1,1,1998,CSIC - Instituto de Ciencias del Espacio (ICE)
https://ror.org/022kthw22,4,1,0,1995,University of Rochester
https://ror.org/0561zqn56,0,0,0,2000,Ohio State University
https://ror.org/02j46qs45,2,0,0,1998,Masarykova Univerzita
https://ror.org/025r5qe02,4,1,1,1994,Syracuse University
https://ror.org/05vzafd60,0,0,0,2000,Georgetown University
https://ror.org/01tgyzw49,24,0,0,1976,National University of Singapore
https://ror.org/03b94tp07,0,0,1,1999,University of Auckland
https://ror.org/00v97ad02,1,0,0,1999,University of North Texas
https://ror.org/02gfc7t72,2,0,23,1975,CSIC - Spanish National Research Council
https://ror.org/05pnwvj86,0,0,0,2000,CSIC - Instituto de Investigaciones Marinas (IIM)
https://ror.org/038792a28,0,0,0,2000,CSIC-UPV - Instituto de Tecnología Química (ITQ)
https://ror.org/02hpa6m94,0,2,0,1998,CSIC UPV Centro de Fisica de Materials CFM
https://ror.org/01kj2bm70,5,1,1,1993,University of Newcastle
https://ror.org/01hhn8329,0,1,1,1998,Max Planck Digital Libraries
https://ror.org/016xsfp80,4,1,1,1994,Radboud University
https://ror.org/05x2bcf33,18,2,0,1980,Carnegie Mellon University
https://ror.org/001tmjg57,1,1,1,1997,University of Kansas
https://ror.org/010x8gc63,1,0,0,1999,University of Saskatchewan
https://ror.org/03rmrcq20,12,0,0,1988,University of British Columbia
https://ror.org/040kx1j83,0,1,0,1999,CSIC-UC - Instituto de Física de Cantabria (IFCA)
https://ror.org/02pfge856,0,0,0,2000,CSIC - Institut d'Anàlisi Econòmica (IAE)
https://ror.org/042nb2s44,28,5,14,1953,Massachusetts Institute of Technology (MIT)
https://ror.org/0061x0487,0,0,4,1996,University of New Hampshire
https://ror.org/0566a8c54,0,0,15,1985,University of North Carolina
https://ror.org/05gq02987,4,1,0,1995,Brown University
https://ror.org/022r8mj40,0,1,0,1999,CSIC-UAM - Instituto de Física Teórica (IFT)
https://ror.org/03ppnws78,1,0,0,1999,CSIC - Centro de investigacion en Nanomateriales y Nanotecnologia (CINN)
https://ror.org/044mj7r89,0,0,0,2000,CSIC-UPF - Instituto de Biologia Evolutiva (IBE)
https://ror.org/047s2c258,27,3,1,1969,
https://ror.org/038szmr31,0,0,0,2000,Centro de Astrobiología (CSIC-INTA)
https://ror.org/03r8z3t63,3,2,0,1995,"University of New South Wales, Sydney"
https://ror.org/00cv9y106,5,0,0,1995,Ghent University Libraries
https://ror.org/006e5kg04,2,0,0,1998,Vrije Universiteit Brussel
https://ror.org/03angcq70,4,1,3,1992,University of Birmingham
https://ror.org/032000t02,0,0,0,2000,Universität Ulm
https://ror.org/0161xgx34,4,1,4,1991,Université de Montréal
https://ror.org/02k7v4d05,3,0,7,1990,University of Bern
https://ror.org/05bqach95,8,0,0,1992,National Taiwan University
https://ror.org/043mz5j54,0,0,0,2000,"University of California, San Francisco"
https://ror.org/00ntfnx83,3,1,0,1996,Waseda University
https://ror.org/0546hnb39,0,0,0,2000,Universitat Konstanz
https://ror.org/0168r3w48,12,2,1,1985,"University of California, San Diego"
https://ror.org/03vek6s52,18,1,12,1969,Harvard University
https://ror.org/00d9ah105,3,1,1,1995,"University of California, Merced"
https://ror.org/00f809463,0,0,3,1997,Institute for Advanced Study
https://ror.org/05gvnxz63,6,0,0,1994,Argonne National Lab
https://ror.org/04sjbnx57,2,0,0,1998,University of Southern Queensland
https://ror.org/027bh9e22,10,1,1,1988,Leiden University (Leiden Institute of Physics)
https://ror.org/00rcxh774,5,0,1,1994,Universität zu Köln
https://ror.org/00cyydd11,0,0,0,2000,University of Eastern Finland
https://ror.org/04qan0m84,0,0,0,2000,CSIC-UCM - Instituto de Geociencias (IGEO)
https://ror.org/002rjbv21,0,0,1,1999,Université du Québec à Montréal
https://ror.org/05e9bn444,0,1,0,1999,CSIC-UAM-UC3M-UCM - Instituto de Ciencias Matemáticas (ICMAT)
https://ror.org/01ej9dk98,2,0,0,1998,University of Melbourne
https://ror.org/0304hq317,1,0,1,1998,Universität Hannover
https://ror.org/049bh0z35,0,0,0,2000,National Library of Sweden
https://ror.org/02h7vfp25,0,0,0,2000,CSIC - Instituto de Cerámica y Vidrio (ICV)
https://ror.org/02n455404,0,0,0,2000,University of Central Oklahoma
https://ror.org/004swtw80,0,0,0,2000,CSIC - Instituto de Catálisis y Petroleoquímica (ICP)
https://ror.org/019pzjm43,0,0,0,2000,CSIC - Centro de Estudios Avanzados de Blanes (CEAB)
https://ror.org/012gwbh42,0,0,0,2000,CSIC - Instituto Cajal (IC)
https://ror.org/00hx57361,12,16,2,1970,Princeton University
https://ror.org/0190ak572,8,3,2,1987,New York University
https://ror.org/01js2sh04,3,0,1,1996,"DESY (HGF - Helmholtz Association, German Research Centers)"
https://ror.org/00jtmb277,1,0,0,1999,University of Wollongong
https://ror.org/04nrv3s86,0,0,0,2000,CSIC-UMA - Instituto de Hortofruticultura Subtropical y Mediterranea La Mayora (IHSM)
https://ror.org/03v9e8t09,0,0,0,2000,CSIC-UAM - Centro de Biología Molecular Severo Ochoa (CBM)
https://ror.org/013bkhk48,0,0,0,2000,Paris Nanterre University
https://ror.org/05qpz1x62,1,0,0,1999,Universität Jena
https://ror.org/004fze387,4,1,0,1995,SISSA (Scuola Internazionale Superiore di Studi Avanzati)
https://ror.org/00jjx8s55,8,0,17,1975,Commissariat à l'Énergie Atomique (CEA)
https://ror.org/036wvs663,0,0,1,1999,Research Centre for Astronomy and Earth Sciences
https://ror.org/00pfxsh56,0,0,0,2000,CSIC-UIB - Instituto de Fisica Interdisciplinar y Sistemas Complejos (IFISC)
https://ror.org/000e0be47,0,0,13,1987,Northwestern University
https://ror.org/00b30xv10,8,1,0,1991,University of Pennsylvania
https://ror.org/0112mx960,6,1,0,1993,Tokyo Institute of Technology Library
